"title","job_url","location","date_posted","num_employees","job_url_direct","company_url_direct"
"SoC Automation Flow Engineer","https://www.indeed.com/viewjob?jk=421e1afb2d57f1c6","Beaverton, OR, US","2025-05-04","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200455293_rxr-23&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200455293%2Fsoc-automation-flow-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200455293_rxr-23%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"Cloud Native Software Engineer","https://www.indeed.com/viewjob?jk=f64e21d17a0b19fa","Seattle, WA, US","2025-05-04","10,000+","https://apply.workable.com/j/AB06B54C95","http://www.samsung.com"
"SDE II - Perception & Planning, Last Mile Delivery","https://www.indeed.com/viewjob?jk=a7b9e7df20005b49","Bellevue, WA, US","2025-05-03","10,000+","https://www.amazon.jobs/jobs/2973758/sde-ii--perception--planning-last-mile-delivery?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"SDE II - Perception & Planning, Last Mile Delivery","https://www.indeed.com/viewjob?jk=86e125496f0b7151","Bellevue, WA, US","2025-05-03","10,000+","https://www.amazon.jobs/jobs/2973755/sde-ii--perception--planning-last-mile-delivery?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Principal Software Engineer, API Marketplace","https://www.indeed.com/viewjob?jk=7d20c92e63658b60","Seattle, WA, US","2025-05-03","10,000+","https://JPMorganChase.contacthr.com/147350411","https://www.jpmorganchase.com/"
"Software Engineer, Cloud Music Library - Apple Services Engineering","https://www.indeed.com/viewjob?jk=1a05efb4d2a79844","Seattle, WA, US","2025-05-03","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200588987_rxr-3&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200588987%2Fsoftware-engineer-cloud-music-library-apple-services-engineering%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200588987_rxr-3%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Software Development Engineer II","https://www.indeed.com/viewjob?jk=f1d31fa43fe1aa4e","Redmond, WA, US","2025-05-02","10,000+","https://careers.microsoft.com/us/en/job/1822355/Software-Development-Engineer-II?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Staff Software Engineer, Parallel File System, AI/ML","https://www.indeed.com/viewjob?jk=21fa5f12af010503","Seattle, WA, US","2025-05-02","10,000+","https://careers.google.com/jobs/results/78857695116829382-staff-software-engineer/","http://goo.gle/3ygdkgv"
"Staff Software Engineer, Parallel File System, AI/ML","https://www.indeed.com/viewjob?jk=282e45d470bbfcf2","Kirkland, WA, US","2025-05-02","10,000+","https://careers.google.com/jobs/results/78857695116829382-staff-software-engineer/","http://goo.gle/3ygdkgv"
"Senior Software Engineer, GPU Performance, Google Scale","https://www.indeed.com/viewjob?jk=91ce55703e7ee1b0","Kirkland, WA, US","2025-05-02","10,000+","https://careers.google.com/jobs/results/94100637129548486-senior-software-engineer/","http://goo.gle/3ygdkgv"
"Software Engineer, Apple Services Engineering","https://www.indeed.com/viewjob?jk=1319f0ee43044ea2","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602995&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602995%2Fsoftware-engineer-apple-services-engineering%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602995%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Compute Runtime Software Engineer","https://www.indeed.com/viewjob?jk=75e88f3f4154063e","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200599319&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200599319%2Fcompute-runtime-software-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200599319%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"ML Frameworks Engineer, Personalization","https://www.indeed.com/viewjob?jk=79e80d06aa33821e","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200581498_rxr-2&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200581498%2Fml-frameworks-engineer-personalization%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200581498_rxr-2%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DMLAI","http://www.apple.com"
"Senior Software Engineer, Apple Services Engineering","https://www.indeed.com/viewjob?jk=f050adc5387432d3","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200599668&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200599668%2Fsenior-software-engineer-apple-services-engineering%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200599668%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Site Reliability Engineer (SRE) - Object Storage","https://www.indeed.com/viewjob?jk=1cfd4ed0f558725c","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602776&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602776%2Fsite-reliability-engineer-sre-object-storage%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602776%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"AIML - Sr Machine Learning Engineer, Data and ML Innovation","https://www.indeed.com/viewjob?jk=c1e1d5d5298544bc","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602756&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602756%2Faiml-sr-machine-learning-engineer-data-and-ml-innovation%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602756%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DMLAI","http://www.apple.com"
"Site Reliability Engineer (SRE) Manager - Apple Services Engineering","https://www.indeed.com/viewjob?jk=5256015f54bcac45","Seattle, WA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602617&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602617%2Fsite-reliability-engineer-sre-manager-apple-services-engineering%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602617%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Software Development Engineer, CLIP (CLicks and Impressions logging Pipeline)","https://www.indeed.com/viewjob?jk=25cd6b0b8c0b05e8","Seattle, WA, US","2025-05-01","10,000+","https://www.amazon.jobs/jobs/2973807/software-development-engineer-clip-clicks-and-impressions-logging-pipeline?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Site Reliability Engineer","https://www.indeed.com/viewjob?jk=71b0a8ea97aadb42","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821597/Site-Reliability-Engineer?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Software Engineer II","https://www.indeed.com/viewjob?jk=21784d9abb293c08","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1822132/Software-Engineer-II?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Senior Software Engineer- Windows Servicing & Delivery Org","https://www.indeed.com/viewjob?jk=64178ff5fdfdacfa","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821166/Senior-Software-Engineer-Windows-Servicing-Delivery-Org?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Principal Software Engineer","https://www.indeed.com/viewjob?jk=502e105c509ec761","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821029/Principal-Software-Engineer?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Site Reliability Engineer","https://www.indeed.com/viewjob?jk=5211f9c0f7c5d1ba","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821156/Site-Reliability-Engineer?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Senior Software Engineer - CTJ - TS/SCI","https://www.indeed.com/viewjob?jk=85005d366eb7c151","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821619/Senior-Software-Engineer-CTJ-TS-SCI?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Senior Software Engineer","https://www.indeed.com/viewjob?jk=355fae1cc2735f0e","Redmond, WA, US","2025-05-01","10,000+","https://careers.microsoft.com/us/en/job/1821036/Senior-Software-Engineer?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed","http://www.microsoft.com/"
"Firmware Engineer, System Control Firmware","https://www.indeed.com/viewjob?jk=0427aa83885a03d5","Portland, OR, US","2025-05-01","1,001 to 5,000","https://careers.amperecomputing.com/jobs/16068666-firmware-engineer-system-control-firmware?tm_job=AC-2936&tm_event=view&tm_company=12892","http://www.amperecomputing.com"
"Software Development Engineer - Systems Performance, Kuiper Ground Software & Analytics","https://www.indeed.com/viewjob?jk=c5c72d9eefc4eab1","Redmond, WA, US","2025-05-01","10,000+","https://www.amazon.jobs/jobs/2972594/software-development-engineer--systems-performance-kuiper-ground-software--analytics?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Senior Software Engineer","https://www.indeed.com/viewjob?jk=9747e880275c25ee","Bellevue, WA, US","2025-05-01","Decline to state","https://careers.moodys.com/senior-software-engineer/job/29063263?utm_source=indeed&jobPipeline=indeed","https://www.moodys.com/"
"Staff Software Engineer","https://www.indeed.com/viewjob?jk=e8f328d5808ab6ac","Bellevue, WA, US","2025-05-01","Decline to state","https://careers.moodys.com/staff-software-engineer/job/29063258?utm_source=indeed&jobPipeline=indeed","https://www.moodys.com/"
"Software Development Engineer, AWS Security","https://www.indeed.com/viewjob?jk=42c409db163d653d","Seattle, WA, US","2025-04-30","10,000+","https://www.amazon.jobs/jobs/2973427/software-development-engineer-aws-security?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Development Engineer II, GCNA Network Availability Engineer","https://www.indeed.com/viewjob?jk=a4086f781c3c16f1","Seattle, WA, US","2025-04-30","10,000+","https://www.amazon.jobs/jobs/2972640/software-development-engineer-ii-gcna-network-availability-engineer?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Senior Software Engineer 2","https://www.indeed.com/viewjob?jk=b3f196962ed08e6f","Bellevue, WA, US","2025-04-30","10,000+","https://jobs.walgreens.com/en/job/-/-/1242/80736870176","http://www.walgreens.com"
"Software Engineer - Research Systems","https://www.indeed.com/viewjob?jk=08dff1763cead3c1","Redmond, WA, US","2025-04-30","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3239&rx_jobId=a1KDp00000E2WrVMAV&rx_url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F699845839111361%2F%3Frx_campaign%3Dindeed0%26rx_ch%3Dvp%26rx_group%3D187943%26rx_job%3Da1KDp00000E2WrVMAV%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250506T001202Z%26rx_vp%3Dcpc%26utm_campaign%3DJob%252Bboard%26utm_medium%3Djobs%26utm_source%3Dindeedorganic","http://www.metacareers.com"
"Software Development Engineer, Amazon Application Recovery Controller","https://www.indeed.com/viewjob?jk=5b16844138a5c5b7","Portland, OR, US","2025-04-28","Decline to state","https://www.amazon.jobs/jobs/2973804/software-development-engineer-amazon-application-recovery-controller?cmpid=DA_INAD200785B","https://aws.amazon.com/careers/why-aws/"
"Software Development Engineer, EC2 Nitro Deployments","https://www.indeed.com/viewjob?jk=39a7ce1d23a27625","Seattle, WA, US","2025-04-28","Decline to state","https://www.amazon.jobs/jobs/2972654/software-development-engineer-ec-nitro-deployments?cmpid=DA_INAD200785B","https://aws.amazon.com/careers/why-aws/"
"SDE 3 - Perception & Planning, Last Mile Delivery Automation","https://www.indeed.com/viewjob?jk=898520db49886db8","Bellevue, WA, US","2025-04-26","10,000+","https://www.amazon.jobs/jobs/2971725/sde---perception--planning-last-mile-delivery-automation?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"SDE 3 - Perception & Planning, Last Mile Delivery","https://www.indeed.com/viewjob?jk=d7969c8cfafdba22","Bellevue, WA, US","2025-04-26","10,000+","https://www.amazon.jobs/jobs/2971724/sde---perception--planning-last-mile-delivery?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Development Engineer, DaS-FinTech","https://www.indeed.com/viewjob?jk=cca145f2700d0a19","Seattle, WA, US","2025-04-24","10,000+","https://www.amazon.jobs/jobs/2973820/software-development-engineer-dasfintech?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Development Manager, MSP","https://www.indeed.com/viewjob?jk=0a12c78b20aae1a6","Bellevue, WA, US","2025-04-24","10,000+","https://www.amazon.jobs/jobs/2972794/software-development-manager-msp?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Front-End Engineer, Talent Development","https://www.indeed.com/viewjob?jk=fbb2ad8af56d4e5f","Seattle, WA, US","2025-04-24","10,000+","https://www.amazon.jobs/jobs/2972682/frontend-engineer-talent-development?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Deve Engineer II, Speed Routing","https://www.indeed.com/viewjob?jk=73cf1d87f07648c6","Bellevue, WA, US","2025-04-22","10,000+","https://www.amazon.jobs/jobs/2973895/software-deve-engineer-ii-speed-routing?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Development Engineer, Kuiper Capacity Management and Science Platform","https://www.indeed.com/viewjob?jk=8819a4596bf81cea","Redmond, WA, US","2025-04-13","10,000+","https://www.amazon.jobs/jobs/2972696/software-development-engineer-kuiper-capacity-management-and-science-platform?cmpid=DA_INAD200785B","https://www.amazon.jobs"
