"title","job_url","location","date_posted","num_employees","job_url_direct","company_url_direct"
"Research Associate-Full Stack Engineer","https://www.indeed.com/viewjob?jk=5c979d84a58f1456","Mountain View, CA, US","2025-05-01","501 to 1,000","http://jobs.localjobnetwork.com/j/t-research-associatefull-stack-engineer-e-sjsu-research-foundation-l-mountain-view,-ca-jobs-j83505158.html","https://www.sjsu.edu/researchfoundation/"
"Sr. Software Developer","https://www.indeed.com/viewjob?jk=0ee9da81d840dafd","Stanford, CA, US","2025-05-01","10,000+","https://careersearch.stanford.edu/jobs/sr-software-developer-28344","http://www.stanford.edu"
"Software Developer","https://www.indeed.com/viewjob?jk=622a5092ba4e6438","Stanford, CA, US","2025-05-01","10,000+","https://careersearch.stanford.edu/jobs/software-developer-28343","http://www.stanford.edu"
"Principal Software Engineer - Digital Products Engineering","https://www.indeed.com/viewjob?jk=c2f966bf8f39a400","Mountain View, CA, US","2025-05-01","10,000+","https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Mountain-View-California-United-States-of-America/Principal-Software-Engineer---Digital-Products-Engineering_JR-202507709","http://www.gm.com"
"Frontend — Product Engineer","https://www.indeed.com/viewjob?jk=4d5aea30c6180b25","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/Resolve%20AI/ea7c99ba-691d-4828-be89-6fdee7e42c54?utm_source=1nxGlQpADQ",""
"Founding Full Stack Engineer","https://www.indeed.com/viewjob?jk=8e0fede556691070","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/PLAUD-ai/e1890fda-35a6-40e7-9b2a-3a8226b9c94e?utm_source=0wK65jyeYj",""
"C# Backend Software Engineer with SQL Server | San Francisco | US","https://www.indeed.com/viewjob?jk=36e7115ef356a817","San Francisco, CA, US","2025-05-01","501 to 1,000","https://grnh.se/613980ac4us","http://www.degreed.com"
"Senior C#.Net Backend Engineer II | US","https://www.indeed.com/viewjob?jk=8282a31401159635","San Francisco, CA, US","2025-05-01","501 to 1,000","https://grnh.se/55e5c10d4us","http://www.degreed.com"
"Senior DevOps Manager - US","https://www.indeed.com/viewjob?jk=808836dbd9a7ff3c","San Francisco, CA, US","2025-05-01","501 to 1,000","https://grnh.se/68299df24us","http://www.degreed.com"
"Founding Senior Backend Engineer","https://www.indeed.com/viewjob?jk=e697067a3bffc495","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/PLAUD-ai/a8281829-2836-41f1-9259-c80c4a1982c4?utm_source=0wK65jyeYj",""
"Founding Senior Full Stack Engineer","https://www.indeed.com/viewjob?jk=80d4dfb22048dfeb","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/PLAUD-ai/90349f00-bee3-4418-a1ec-aaadd385fff2?utm_source=0wK65jyeYj",""
"Founding Backend Engineer","https://www.indeed.com/viewjob?jk=63dd5d43e459d547","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/PLAUD-ai/2d9340b7-ef60-42c4-a539-cfe66f72d7c1?utm_source=0wK65jyeYj",""
"Agent Software Engineer","https://www.indeed.com/viewjob?jk=474766fb54ea1521","San Francisco, CA, US","2025-05-01","","https://jobs.ashbyhq.com/decagon/0e569dc9-5387-46fb-8e48-99acf2e57c1b?utm_source=mzlB4L64Bb",""
"Experienced Software Engineer - Key Access","https://www.indeed.com/viewjob?jk=8c6425e236f5e425","San Francisco, CA, US","2025-05-01","","https://jobs.lever.co/plaid/084a33d8-57ec-48a8-adcb-c03a44ec2fa0",""
"Senior Software Engineer- Database Infrastructure","https://www.indeed.com/viewjob?jk=3db40004b1b68298","San Francisco, CA, US","2025-05-01","501 to 1,000","https://discordapp.com/jobs/7978053002","https://www.discord.com"
"Senior Software Engineer / Researcher, AI-Native database systems","https://www.indeed.com/viewjob?jk=2613e0e20f8fc334","San Jose, CA, US","2025-05-01","10,000+","https://joinbytedance.com/search/7499641201977723143","http://www.bytedance.com"
"Senior Mobile Engineer","https://www.indeed.com/viewjob?jk=10dba043d620b39e","San Francisco, CA, US","2025-05-01","51 to 200","https://grnh.se/80a93ce18us","https://www.joinmochi.com/"
"Principal Engineer - Firmware Engineer","https://www.indeed.com/viewjob?jk=bc22271b1c7d4d03","Santa Clara, CA, US","2025-05-01","5,001 to 10,000","https://marvell.wd1.myworkdayjobs.com/en-US/MarvellCareers/job/Santa-Clara-CA/Principal-Engineer---Firmware-Engineer_2501006","https://www.marvell.com/"
"Frontend Engineer - Onboarding","https://www.indeed.com/viewjob?jk=2ba4887efd1fa082","San Francisco, CA, US","2025-05-01","","https://grnh.se/56154fc22us",""
"Frontend Engineer - Onboarding","https://www.indeed.com/viewjob?jk=628b7e532075b3b8","Palo Alto, CA, US","2025-05-01","","https://grnh.se/4781158b2us",""
"Sr. Software Engineer, Tesla Energy","https://www.indeed.com/viewjob?jk=87808d1e8d98dc33","Fremont, CA, US","2025-05-01","10,000+","https://www.tesla.com/careers/search/job/242356?source=Indeed","https://www.tesla.com"
"IBM FileNet/Datacap Developer","https://www.indeed.com/viewjob?jk=9b515a04ad684989","Sacramento, CA, US","2025-05-01","","https://intellibee.my.salesforce-sites.com/apps/jobs?id=a0AUU0000031RsT2AU",""
"Software Engineer","https://www.indeed.com/viewjob?jk=23a03ed98eaaec9f","San Francisco, CA, US","2025-05-01","51 to 200","https://grnh.se/9c5ccb908us","https://www.joinmochi.com/"
"AI/ML Software Engineer Intern (Data Platform) - 2025 Fall (BS/MS)","https://www.indeed.com/viewjob?jk=386e7bc67e2ba98f","San Jose, CA, US","2025-05-01","10,000+","https://lifeattiktok.com/search/7499689149813950727","https://www.tiktok.com/"
"Software Engineer - Full Stack (Clojure)","https://www.indeed.com/viewjob?jk=089e185c7bf7f555","Palo Alto, CA, US","2025-05-01","11 to 50","https://grnh.se/b2d7b9a11us","http://ladder.coach"
"Staff Software Development Engineer","https://www.indeed.com/viewjob?jk=63674d18dd60a0c5","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19612","http://www.fortinet.com"
"Staff Software Engineer - Full Stack","https://www.indeed.com/viewjob?jk=ba48988da4be298a","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19613","http://www.fortinet.com"
"Staff Software QA Engineer","https://www.indeed.com/viewjob?jk=5832f25b8217dadf","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19610","http://www.fortinet.com"
"Staff Software Development Engineer","https://www.indeed.com/viewjob?jk=ad4670a277e36db6","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19611","http://www.fortinet.com"
"Software Development Engineer","https://www.indeed.com/viewjob?jk=ef06f5c7a115104a","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19605","http://www.fortinet.com"
"Staff Software Development Engineer","https://www.indeed.com/viewjob?jk=dd87c35c28651296","Sunnyvale, CA, US","2025-05-01","10,000+","https://edel.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/19604","http://www.fortinet.com"
"Software Engineer III, Machine Learning, Google Cloud Compute Infrastructure","https://www.indeed.com/viewjob?jk=19b5d24a502bf865","Sunnyvale, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/134778817850811078-software-engineer-iii/","http://goo.gle/3ygdkgv"
"Senior Software Engineer, Geo, AI/ML","https://www.indeed.com/viewjob?jk=4c1d7f6c390cb17e","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/134311319250576070-senior-software-engineer/","http://goo.gle/3ygdkgv"
"Software Engineer III, Security/Privacy, Google Cloud","https://www.indeed.com/viewjob?jk=e853c228a1f36ee7","San Francisco, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/109248441321693894-software-engineer-iii/","http://goo.gle/3ygdkgv"
"Software Engineer III, Raxium","https://www.indeed.com/viewjob?jk=8577f17ea834c962","Fremont, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/112307548958139078-software-engineer-iii/","http://goo.gle/3ygdkgv"
"Staff Software Engineer, Full Stack, Google Ads","https://www.indeed.com/viewjob?jk=c57b0d10f954a5ba","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/123075959682147014-staff-software-engineer/","http://goo.gle/3ygdkgv"
"Software Engineer III, AI/ML, AR","https://www.indeed.com/viewjob?jk=584e41301dc459e0","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/142739282035909318-software-engineer-iii/","http://goo.gle/3ygdkgv"
"Senior Software Engineer, Google Ads, AI/ML","https://www.indeed.com/viewjob?jk=2342830a523cb9ab","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/115522774360826566-senior-software-engineer/","http://goo.gle/3ygdkgv"
"Software Engineer III, Ads","https://www.indeed.com/viewjob?jk=bef26a40aac0c0c8","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/85807463302865606-software-engineer-iii/","http://goo.gle/3ygdkgv"
"Software Engineer, AI/ML, Health and Safety Intelligence","https://www.indeed.com/viewjob?jk=5b73f5cdc17bbe93","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/91758020232389318-software-engineer/","http://goo.gle/3ygdkgv"
"Senior Software Engineer, Google Search, AI/ML","https://www.indeed.com/viewjob?jk=913612d4a010b7fd","Mountain View, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/121447819184612038-senior-software-engineer/","http://goo.gle/3ygdkgv"
"Automation Software Engineer","https://www.indeed.com/viewjob?jk=77e211b8de358ca9","Reno, NV, US","2025-05-01","501 to 1,000","https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=bbb7835e-3833-44fd-9ad9-e37beab84893&ccId=19000101_000001&jobId=577787&source=IN&lang=en_US","http://www.horibalab.com"
"Backend Engineer, Observability","https://www.indeed.com/viewjob?jk=045dfc6d4c9ed143","Oakland, CA, US","2025-05-01","501 to 1,000","https://grnh.se/287c61ff3us","https://launchdarkly.com/careers"
"Senior Backend Engineer, Observability","https://www.indeed.com/viewjob?jk=6fbbd738cff009b6","Oakland, CA, US","2025-05-01","501 to 1,000","https://grnh.se/26a0530a3us","https://launchdarkly.com/careers"
"Co-Op, Software Engineering","https://www.indeed.com/viewjob?jk=717a5a1d36498c62","San Francisco, CA, US","2025-05-01","1,001 to 5,000","https://liveramp.wd5.myworkdayjobs.com/en-US/LiveRampCareers/job/San-Francisco/Co-Op--Software-Engineering_JR011581","https://www.liveramp.com"
"Senior Software Engineer I","https://www.indeed.com/viewjob?jk=65f000811fc2895b","Brisbane, CA, US","2025-05-01","51 to 200","https://grnh.se/365b42002us","https://www.freenome.com"
"Principal Software Engineer","https://www.indeed.com/viewjob?jk=b7c6bba8ad87c709","San Jose, CA, US","2025-05-01","1,001 to 5,000","https://jobs.supermicro.com/job/San-Jose-Principal-Software-Engineer-Cali/1287887900/","https://www.supermicro.com"
"Principal Software Engineer","https://www.indeed.com/viewjob?jk=dace9778fb1454dd","San Jose, CA, US","2025-05-01","1,001 to 5,000","https://jobs.supermicro.com/job/San-Jose-Principal-Software-Engineer-Cali/1287887700/","https://www.supermicro.com"
"Application Developer, Principal","https://www.indeed.com/viewjob?jk=a70c51d8311d2eba","Oakland, CA, US","2025-05-01","5,001 to 10,000","https://ecge.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1003/requisitions/preview/20250759","http://www.blueshieldca.com"
"Senior Android Engineer","https://www.indeed.com/viewjob?jk=c03e51adae7b79c6","San Francisco, CA, US","2025-05-01","","https://app.dover.com/apply/Backbone/d33856e9-b352-4b00-b98d-e11fac20ffb0",""
"Associate Engineer l - Automation and Controls","https://www.indeed.com/viewjob?jk=207161e3efecb5fd","Merced, CA, US","2025-05-01","","https://novatesolutionsinc.recruitee.com/o/associate-engineer-l-automation-and-controls-2-4?source=Indeed",""
"Firmware Engineer II","https://www.indeed.com/viewjob?jk=da28026c1b57e296","San Francisco, CA, US","2025-05-01","1,001 to 5,000","https://irhythmtech.wd5.myworkdayjobs.com/en-US/iRhythm/job/San-Francisco-CA/Firmware-Engineer-II_JR9-1","http://www.irhythmtech.com"
"Software Engineer, Distributed Systems","https://www.indeed.com/viewjob?jk=c23c62c63b8e05e5","Sunnyvale, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/85419022165648070-software-engineer/","http://goo.gle/3ygdkgv"
"Senior Application Engineer, AI, Marketing Tech and Engineering","https://www.indeed.com/viewjob?jk=e2778636403abc13","San Francisco, CA, US","2025-05-01","10,000+","https://careers.google.com/jobs/results/99639319580287686-senior-application-engineer/","http://goo.gle/3ygdkgv"
"Staff Software Engineer","https://www.indeed.com/viewjob?jk=d16f88e7c1c641ec","Mountain View, CA, US","2025-05-01","10,000+","https://dsp.prng.co/8TzhrOb","http://www.intuit.com/careers/glassdoor"
"Software Engineer 2","https://www.indeed.com/viewjob?jk=820a7fa28f614884","Mountain View, CA, US","2025-05-01","10,000+","https://dsp.prng.co/zgC5WZb","http://www.intuit.com/careers/glassdoor"
"Sr. Front End Engineer","https://www.indeed.com/viewjob?jk=c51e356df1fe0b9a","Redwood City, CA, US","2025-05-01","1,001 to 5,000","https://careers.i2cinc.com/en/sites/i2csitelhr/job/2104","https://www.i2cinc.com/"
"Internship, Site Reliability Engineer, Applications Engineering (Fall 2025)","https://www.indeed.com/viewjob?jk=dc99c13d2c86f64b","Fremont, CA, US","2025-05-01","10,000+","https://www.tesla.com/careers/search/job/242325?source=Indeed","https://www.tesla.com"
"Deployed Software Engineer","https://www.indeed.com/viewjob?jk=d87dbae8d0204a9b","San Francisco, CA, US","2025-05-01","51 to 200","https://jobs.ashbyhq.com/krea/16824cba-9688-4d01-ab9a-bb00b4f666e3?utm_source=xJvEQBwL4b","https://www.krea.in"
"Machine Learning Engineer","https://www.indeed.com/viewjob?jk=dc56979bc14c3ede","San Mateo, CA, US","2025-05-01","","https://ikigai.applytojob.com/apply/LMjORkdeMC/Machine-Learning-Engineer?source=INDE&~",""
"Software Development Engineer 2","https://www.indeed.com/viewjob?jk=fabff08d614e39c6","San Jose, CA, US","2025-05-01","10,000+","https://careers.adobe.com/us/en/job/ADOBUSR153771EXTERNALENUS/Software-Development-Engineer-2?utm_source=indeed&utm_medium=phenom-feeds","http://www.adobe.com"
"Software Development Engineer 3","https://www.indeed.com/viewjob?jk=2473ffca81d38dc9","San Jose, CA, US","2025-05-01","10,000+","https://careers.adobe.com/us/en/job/ADOBUSR153770EXTERNALENUS/Software-Development-Engineer-3?utm_source=indeed&utm_medium=phenom-feeds","http://www.adobe.com"
"Web Developer - Content Design (NWS 00790)","https://www.indeed.com/viewjob?jk=c80c87d9be225e58","Livermore, CA, US","2025-04-30","1,001 to 5,000","https://north-wind-group.breezy.hr/p/89667167cd59-web-developer-content-design-nws-00790?source=indeed","https://northwindgrp.com/"
"Staff Android Software Engineer, Instrumentation Cluster","https://www.indeed.com/viewjob?jk=a333b0a3a9059e62","Palo Alto, CA, US","2025-04-30","","https://careers.rivianvw.tech/jobs/23695/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f",""
"Founding Senior/ Lead Software Engineer","https://www.indeed.com/viewjob?jk=a4347255561c56f4","San Francisco, CA, US","2025-04-30","","https://jobs.ashbyhq.com/relevanceai/c12f083c-8d7a-446f-bfba-47ecf0318f8b?utm_source=2l01rlQ3MK",""
"Software Engineer (L5) - Open Connect Control Plane, Live","https://www.indeed.com/viewjob?jk=31c0578c84f8d6f2","Los Gatos, CA, US","2025-04-30","5,001 to 10,000","https://explore.jobs.netflix.net/careers/job/790302381586","http://www.netflix.com"
"Sr. iOS SDET","https://www.indeed.com/viewjob?jk=a87274034640bb61","Sunnyvale, CA, US","2025-04-28","201 to 500","https://intonenetworks.com/careers-at-intone","https://www.intonenetworks.com"
"Software Development Engineer, SageMaker","https://www.indeed.com/viewjob?jk=d2f23207e7842aa0","Santa Clara, CA, US","2025-04-23","Decline to state","https://www.amazon.jobs/jobs/2972026/software-development-engineer-sagemaker?cmpid=DA_INAD200785B","https://aws.amazon.com/careers/why-aws/"
"Sr. Software Development Engineer, Amazon Devices , Connectivity SW","https://www.indeed.com/viewjob?jk=2e7ad9de62f01883","Sunnyvale, CA, US","2025-04-20","10,000+","https://www.amazon.jobs/jobs/2971674/sr-software-development-engineer-amazon-devices--connectivity-sw?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Software Development Engineer, Amazon Devices , Connectivity SW","https://www.indeed.com/viewjob?jk=9af90129673a8fdc","Sunnyvale, CA, US","2025-04-20","10,000+","https://www.amazon.jobs/jobs/2971667/software-development-engineer-amazon-devices--connectivity-sw?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Embedded Software Development Engineer, AWS Hardware Engineering","https://www.indeed.com/viewjob?jk=e9339350d81f6f6b","Cupertino, CA, US","2025-04-16","10,000+","https://www.amazon.jobs/jobs/2972169/embedded-software-development-engineer-aws-hardware-engineering?cmpid=DA_INAD200785B","https://www.amazon.jobs"
"Senior Software Engineer - AI Web Applications (FullStack)","https://www.indeed.com/viewjob?jk=29c7f2b32a2d8402","Santa Clara, CA, US","2025-04-15","501 to 1,000","https://app.eightfold.ai/careers?pid=68747878493&domain=eightfold.ai","http://www.eightfold.ai"
"Software Dev Engineer II, AWS Console","https://www.indeed.com/viewjob?jk=4f8b61ec846821e5","East Palo Alto, CA, US","2025-02-16","Decline to state","https://www.amazon.jobs/jobs/2971874/software-dev-engineer-ii-aws-console?cmpid=DA_INAD200785B","https://aws.amazon.com/careers/why-aws/"
