"title","job_url","location","date_posted","num_employees","job_url_direct","company_url_direct"
"Software Developer Intern - Backend","https://www.indeed.com/viewjob?jk=2d68f6b2c64d672f","Irvine, CA, US","2025-05-04","1,001 to 5,000","https://grnh.se/051ec5f33us","http://www.iherb.com"
"Principal Automation & Controls System Engineer","https://www.indeed.com/viewjob?jk=1d056ca3e1a971d7","Long Beach, CA, US","2025-05-04","501 to 1,000","https://grnh.se/38d0a5cf2us","https://www.relativityspace.com/"
"Software Engineer Internship","https://www.indeed.com/viewjob?jk=c41c7c61d848e561","Westlake Village, CA, US","2025-05-04","1,001 to 5,000","https://recruiting.ultipro.com/HOR1007HORNB/JobBoard/dec5c41f-535e-4693-8cc7-e4ae40474a06/OpportunityDetail?opportunityId=9b298004-a6a2-4470-9bee-4df4f4b9555f&postingId=9b35d3f2-f5ff-4cf6-821a-808a1646148b","https://www.hornblower.com"
"Full Stack Software Engineer","https://www.indeed.com/viewjob?jk=29189c29f4830ad1","Los Angeles, CA, US","2025-05-04","201 to 500","https://job-boards.greenhouse.io/calm/jobs/7983107002","http://www.calm.com"
"Lead iOS Engineer & Mobile Team Lead","https://www.indeed.com/viewjob?jk=2f8dd275f295033b","Los Angeles, CA, US","2025-05-04","11 to 50","https://jobs.smartrecruiters.com/MyTime/744000057492274-lead-ios-engineer-mobile-team-lead","https://mytime.com/"
"Myofascial Release Specialist","https://www.indeed.com/viewjob?jk=530befdeb12d160e","San Juan Capistrano, CA, US","2025-05-04","","http://www.indeed.com/job/myofascial-release-specialist-530befdeb12d160e","http://www.gravitymedspa.com"
"Software Engineer, Flight Software (Starship)","https://www.indeed.com/viewjob?jk=b7d2c8ace23d1c2c","Hawthorne, CA, US","2025-05-04","1,001 to 5,000","https://grnh.se/34d810f52us","http://www.spacex.com/"
"Software Developer in Test - HomeKit","https://www.indeed.com/viewjob?jk=4c4a7570724c54de","San Diego, CA, US","2025-05-04","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200570772_rxr-7&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200570772%2Fsoftware-developer-in-test-homekit%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200570772_rxr-7%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Technical Lead (Mobile Development)","https://www.indeed.com/viewjob?jk=5af3447c81d885b9","Mission, CA, US","2025-05-04","10,000+","https://click.appcast.io/track/mr4zur8-org?cs=hqw","https://www.cognizant.com/"
"Rust Developer","https://www.indeed.com/viewjob?jk=47151fdf45a8e95d","Los Angeles, CA, US","2025-05-04","","https://apply.workable.com/j/AD5EBC7609",""
"Software Engineer in Test, Intelligent System Experience","https://www.indeed.com/viewjob?jk=136afb25e6769e3f","San Diego, CA, US","2025-05-03","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200573228_rxr-2&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200573228%2Fsoftware-engineer-in-test-intelligent-system-experience%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200573228_rxr-2%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Embedded ISP Engineer","https://www.indeed.com/viewjob?jk=d00bb4c54aaa4130","San Diego, CA, US","2025-05-03","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200575894_rxr-6&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200575894%2Fembedded-isp-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200575894_rxr-6%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"Distinguished Automation Engineer","https://www.indeed.com/viewjob?jk=c42b7f62028c1e05","Santa Ana, CA, US","2025-05-02","10,000+","https://medtronic.wd1.myworkdayjobs.com/en-US/MedtronicCareers/job/Santa-Ana-California-United-States-of-America/Distinguished-Automation-Engineer_R28826-1","http://www.medtronic.com/"
"Senior Staff Software Engineer, Platform Security","https://www.indeed.com/viewjob?jk=2e9e622d4da36b42","San Diego, CA, US","2025-05-02","10,000+","https://careers.google.com/jobs/results/125151945009570502-senior-staff-software-engineer/","http://goo.gle/3ygdkgv"
"Software Engineering Manager, Streaming Media","https://www.indeed.com/viewjob?jk=3b9fa4e528b55c2f","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602994&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602994%2Fsoftware-engineering-manager-streaming-media%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602994%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Health Sensing - Software Development Engineer in Test","https://www.indeed.com/viewjob?jk=1c28b619cd9f720d","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200573639_rxr-1&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200573639%2Fhealth-sensing-software-development-engineer-in-test%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200573639_rxr-1%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"Software Developer 4G/5G","https://www.indeed.com/viewjob?jk=e9250544e07fcdf6","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200541607_rxr-2&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200541607%2Fsoftware-developer-4g-5g%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200541607_rxr-2%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"5G/4G Physical Layer Firmware Verification and Integration Engineer","https://www.indeed.com/viewjob?jk=489688aa5ea084a4","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602569&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602569%2F5g-4g-physical-layer-firmware-verification-and-integration-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602569%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"Video Machine Learning Engineer","https://www.indeed.com/viewjob?jk=e17e1ad4af837298","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602724&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602724%2Fvideo-machine-learning-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602724%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"Performance QE Tools & Automation Engineer","https://www.indeed.com/viewjob?jk=0b6e0231e8f39f84","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200602745&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200602745%2Fperformance-qe-tools-automation-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200602745%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DSFTWR","http://www.apple.com"
"5G/4G Cellular Layer1 Control Firmware Engineer","https://www.indeed.com/viewjob?jk=213cab739406a6ba","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200576398_rxr-6&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200576398%2F5g-4g-cellular-layer1-control-firmware-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200576398_rxr-6%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"5G/4G Cellular Layer1 Control Firmware Engineer","https://www.indeed.com/viewjob?jk=f9114682b80f1bd3","San Diego, CA, US","2025-05-02","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3427&rx_jobId=200576392_rxr-6&rx_url=https%3A%2F%2Fjobs.apple.com%2Fen-us%2Fdetails%2F200576392%2F5g-4g-cellular-layer1-control-firmware-engineer%3Fboard_id%3DJB001%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D130780%26rx_job%3D200576392_rxr-6%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250505T223802Z%26rx_vp%3Dcpc%26team%3DHRDWR","http://www.apple.com"
"Software Developer - San Diego, CA - Clearance Required to Start!","https://www.indeed.com/viewjob?jk=5e9eaf2477d3b1e9","San Diego, CA, US","2025-05-02","10,000+","https://click.appcast.io/track/mqb7mya-org?cs=olo","http://www.gdit.com"
"RAS & Manageability Controller Firmware Developer","https://www.indeed.com/viewjob?jk=c23fff791bcfc775","San Diego, CA, US","2025-05-01","10,000+","https://careers.qualcomm.com/careers/job/446705619487?domain=qualcomm.com","https://www.qualcomm.com/company/careers"
"Senior Marketing Automation Engineer","https://www.indeed.com/viewjob?jk=355dfbdc7f1d3163","Santa Ana, CA, US","2025-05-01","10,000+","https://careers.firstam.com/job/-/-/39054/80776137264","http://www.firstam.com"
"Application Developer","https://www.indeed.com/viewjob?jk=f7fe2697fca48b76","Agoura Hills, CA, US","2025-05-01","1,001 to 5,000","https://careers.pennymac.com/jobs/33647/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","http://www.pennymac.com"
"Sr. Software Engineer, Charging","https://www.indeed.com/viewjob?jk=de7b3f6eede4e5e6","Irvine, CA, US","2025-05-01","","https://careers.rivianvw.tech/jobs/23779/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f",""
"DevOps Engineer","https://www.indeed.com/viewjob?jk=d437a13baf7396ad","Irvine, CA, US","2025-05-01","1,001 to 5,000","https://apply.appone.com:443/job/68150d634530b3747ebb6e59?utm_source=INDEED","http://nationalservicesgroup.com"
"Director of DevOps","https://www.indeed.com/viewjob?jk=3a3d357f63893d20","San Diego, CA, US","2025-05-01","","https://ascentfunding.applytojob.com/apply/HSjBJqEBM3/Director-Of-DevOps?source=INDE&~",""
"DevOps Engineer","https://www.indeed.com/viewjob?jk=892dcb2c2038e68d","Ontario, CA, US","2025-05-01","10,000+","https://www.capgemini.com/jobs/2ZZtkpYBVb5UdDocjfMm/079623/","https://www.capgemini.com"
"(DoD SkillBridge) Sr Principal / Principal Engineer Software","https://www.indeed.com/viewjob?jk=9fbc08e418c6e043","Redondo Beach, CA, US","2025-04-30","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3658&rx_jobId=R10194442&rx_url=https%3A%2F%2Fjobs.northropgrumman.com%2Fcareers%2Fjob%2F1340058816676%3Fcode%3DJB-17946%26rx_a%3D0%26rx_c%3D%26rx_ch%3Djobp4p%26rx_group%3D288254%26rx_job%3DR10194442%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250506T020401Z%26rx_vp%3Dcpc%26source%3DJB-17946%26utm_audience%3Dprospectivetalentemployees%26utm_campaign%3Dta-general%26utm_content%3Djobfeed%26utm_format%3Dcpl%26utm_medium%3Djobboard%26utm_source%3Dindeed","http://www.northropgrumman.com"
"Programmer Analyst","https://www.indeed.com/viewjob?jk=20b01bbec5c33041","Santa Ana, CA, US","2025-04-29","1,001 to 5,000","https://www.governmentjobs.com/careers/santaana/jobs/4923216/programmer-analyst","http://www.santa-ana.org"
"Senior Programmer Analyst","https://www.indeed.com/viewjob?jk=aa92e799d78cf470","Santa Ana, CA, US","2025-04-29","1,001 to 5,000","https://www.governmentjobs.com/careers/santaana/jobs/4923671/senior-programmer-analyst","http://www.santa-ana.org"
"Principal Engineer Software","https://www.indeed.com/viewjob?jk=740f5fc72d32cd2d","Redondo Beach, CA, US","2025-04-28","10,000+","https://jsv3.recruitics.com/redirect?rx_cid=3658&rx_jobId=R10194198&rx_url=https%3A%2F%2Fjobs.northropgrumman.com%2Fcareers%2Fjob%2F1340058753759%3Fcode%3DJB-17946%26rx_a%3D0%26rx_c%3D%26rx_ch%3Djobp4p%26rx_group%3D288254%26rx_job%3DR10194198%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3Dindeed%26rx_ts%3D20250506T020401Z%26rx_vp%3Dcpc%26source%3DJB-17946%26utm_audience%3Dprospectivetalentemployees%26utm_campaign%3Dta-general%26utm_content%3Djobfeed%26utm_format%3Dcpl%26utm_medium%3Djobboard%26utm_source%3Dindeed","http://www.northropgrumman.com"
